Columna 1;Columna 2;Columna1
Kunan punchaymi hatun paramu, ancha sinchi wayrapas phawashan, wasikuna thuniyanman, chakrakuna usukunman, ancha llakikuy pacha kanqa.;Hoy habrá una gran lluvia, también vuela un viento muy fuerte, las casas podrían derrumbarse, las chacras podrían desperdiciarse, será una época muy triste.;
Chay sipasqa ancha sumaqmi, paypa ñawin k'achallan, simin misk'in, rimasqan allinmi, llapan waynakuna payta munakunku, payqa manam pipawanpas rimanchu.;Esa joven es muy hermosa, sus ojos son elegantes, su boca es dulce, su hablar es bueno, todos los jóvenes la quieren, ella no habla con nadie.;
Ama chay machasqa runawan rimaykuychu, payqa thawtiykachanmi, mana allinta rimanchanchu, qamta pantachinmanmi, qanpas p'enqakunki.;No le hables a ese hombre borracho, él dice incoherencias, no habla bien, podría confundirte, tú también te avergonzarías.;
Qayna punchaymi wawqeywan kuska urqukunata seqarqayku, ancha hatun orqokunata, hinaspa hanaymanta Qosqota qhawarqayku, ancha sumaqmi karqan.;Ayer con mi hermano subimos rápidamente los cerros, cerros muy grandes, y entonces desde arriba miramos el Qosqo, era muy hermoso.;
Chay waynaqa ancha k'uchim, imatapas usqhayta ruwan, mana pipas payta llalliyta atinchu, payqa llapanmanta aswan allinmi, llapan runakuna payta munakunku.;Ese joven es muy diligente, todo hace rápidamente, nadie lo puede superar, él es mejor que todos, todas las personas lo quieren.;
Ama chay t'antata khachuykuychu, payqa ch'olqeyashanmi, chuchuyashan, k'irkuyashan, manaña mikhuy atikunkimanchu, wikch'uykunki.;No muerdas ese pan, se ha resecado, se ha endurecido, se ha puesto rígido, ya no podrás comerlo, lo botarás.;
Ancha q'oñi punchaypi runakuna q'ochakunku, intipi q'oñikunku, mayupi wayt'anku, hinaspa kusikunku, ancha sumaq punchaymi kan.;En un día muy caluroso las personas se asolean, se calientan en el Sol, nadan en el río, y entonces se alegran, es un día muy hermoso.;
Chay warmiqa ancha llakisqallan purin, paypa qosan wañurushan, wawankuna wakcha kashanku, manan pipas payta yanapayta munankuchu, payqa sapanchakurun.;Esa mujer camina muy triste, su esposo ha muerto, sus hijos son huérfanos, nadie quiere ayudarla, ella se ha quedado sola.;
Ama chay rumita wikch'uykuykuychu, payqa llasanmi, uraykuchunqa, wasiykita thunichinmanmi, qamta wañuchinmanmi, anchata manchakuy.;No tires esa piedra, es pesada, caería abajo, derribaría tu casa, te mataría, ten mucho miedo.;
Qayna punchaymi noqaq ayllunchis tantakurqan, hatun mikhuyman, takirqayku, tusurqayku, hinaspa ancha kusikurqayku, mana pipas llakikurqachu.;Ayer nuestra familia se reunió, para una gran comida, cantamos, bailamos, y entonces nos alegramos mucho, nadie estuvo triste.;
Chay runaqa ancha hatun sonqom, payqa wakchakunata yanapan, waqchakunata qaraykun, mana imapas mañakunchu, qokullam, llapan runakuna payta munakunku.;Ese hombre es muy bondadoso, él ayuda a los pobres, da de comer a los necesitados, no pide nada, solo da, todas las personas lo quieren.;
Ama chay wawata pakaykuykuychu, payqa manchakunmi, waqanman, mamanta waqyaykunman, hinaspa ancha llakikunku, qanpas p'enqakunki.;No escondas a ese niño, él se asustaría, lloraría, llamaría a su madre, y entonces estarían muy tristes, tú también te avergonzarías.;
Ancha tutayashaqtintaqa noqanchis wasinchis qasillan tiyarqayku, manam lloqsiyta atirqaykuchu, phuyu ancha laqha karqan, manam ima rikukurqanchischu.;Cuando anochecía mucho nosotros nos quedamos tranquilos en nuestra casa, no pudimos salir, la nube era muy oscura, no se veía nada.;
Chay runaqa ancha yachaqmi, payqa tukuy imata yachan, runakunata yachachin, mana pipas payta atipayta atinchu, payqa yachayniyoqmi, llapanmanta aswan allin.;Ese hombre es muy sabio, él sabe todas las cosas, enseña a las personas, nadie lo puede vencer, él es muy inteligente, mejor que todos.;
Ama chay khuchita uksichiykuychu, payqa chakraykita t'oqonmanmi, papaykita uksinman, hinaspa manaña allin papa kanmanchu, qanpas llakikunki.;No hagas que ese chancho hocice, él perforaría tu chacra, hozaría tus papas, y entonces ya no habría buenas papas, tú también estarías triste.;
Kunan punchaymi Inti Raimi, llapan runakuna Saqsaywamanman rinku, Intita yupaychanku, hinaspa kusikuspa wasinkuman kutinku, ancha sumaq punchaymi.;Hoy es la Fiesta del Sol, todas las personas van a Saqsaywaman, honran al Sol, y entonces alegrándose vuelven a sus casas, es un día muy hermoso.;
Chay warmiqa ancha qhellichakuqmi, p'achan qhellim, uyan qhellim, makillan qhellim, manam pipas paywan tiyayta munankuchu, payqa kharkapunim.;Esa mujer es muy sucia, su ropa está sucia, su cara está sucia, sus manos están sucias, nadie quiere vivir con ella, ella es muy mugrienta.;
Ama chay p'achata ratapaykuychu, payqa thantashanmi, manaña allinchu, hinaspa wikch'uykunki, musuqta rantikunaykipaq.;No remiendes esa ropa, ya está vieja, ya no está buena, y entonces la botarás, para que compres una nueva.;
Ancha askha runakuna hawkaypatapi tantakurqanku, Inti Raymita qhawanankupaq, sumaqta tusurqanku, takirqanku, ancha kusikurqanku.;Mucha gente se reunió en la plaza principal para ver la Fiesta del Sol, bailaron muy bien, cantaron, se alegraron mucho.;
Chay sipaspa qosan wañurushan, payqa wakcha warmi kashan, wawankunata uywan, mana pipas payta yanapayta munankuchu, payqa sapanmi llank'an.;El esposo de esa joven ha muerto, ella es una mujer pobre, cría a sus hijos, nadie quiere ayudarla, ella trabaja sola.;
Ama chay qhelli simi runawan rimaykuychu, payqa map'am, mana allinta riman, qamta k'amipayaykunman, qanpas p'enqakunki.;No le hables a ese hombre de boca sucia, él es grosero, no habla bien, te insultaría repetidamente, tú también te avergonzarías.;
Qayna punchaymi noqaq taytaywan kuska Qosqoman rirqayku, hatun qhatuta qhawarqayku, ancha askha qolqeta gastarqayku, hinaspa wasiykuman kutirqayku.;Ayer con mi padre fuimos al Qosqo, vimos el gran mercado, gastamos mucho dinero, y entonces volvimos a nuestra casa.;
Chay runaqa ancha ch'achum, manam manunta qotimanchu, llapan runakunata llullakun, suwakun, manan pipas payta munakunchu, payqa qhenchallam.;Ese hombre es muy tramposo, no paga sus deudas, engaña a todas las personas, roba, nadie lo quiere, él es muy desgraciado.;
Ama chay wawata ankaykachaykuychu, payqa urmakunmanmi, k'irikukunman, waqanman, mamanta waqyaykunman, ancha llakikunku.;No hagas que ese niño se recueste de espaldas repetidamente, se caería, se lastimaría, lloraría, llamaría a su madre, estarían muy tristes.;
Ancha q'oñi punchaypi runakuna mayupi wayt'anku, challwata hap'inku, kusikunku, hinaspa wasinkuman kutinku, ancha sumaq punchaymi kan.;En un día muy caluroso las personas nadan en el río, atrapan peces, se alegran, y entonces vuelven a sus casas, es un día muy hermoso.;
Chay warmiqa ancha yachayniyoqmi, payqa wawakunata allinta yachachin, mana pipas payta atipayta atinchu, payqa hamawt'am, llapan runakuna payta yupaychanku.;Esa mujer es muy inteligente, ella enseña bien a los niños, nadie la puede vencer, ella es una sabia, todas las personas la respetan.;
Qayna punchaymi noqaq ayllunchis hatun fiestata ruwarqan, ancha askha mikhunata wayk'urqayku, tusurqayku, takirqayku, hinaspa ancha kusikurqayku.;Ayer nuestra familia hizo una gran fiesta, cocinamos mucha comida, bailamos, cantamos, y entonces nos alegramos mucho.;
Chay runaqa ancha k'araq sonqom, payqa llapan runakunata phiñachin, maqan, k'amin, manan pipas payta munakunchu, payqa hawchapunim.;Ese hombre es de corazón muy duro, él hace enojar a todas las personas, pega, insulta, nadie lo quiere, él es muy cruel.;
Ama chay p'achata ch'akichiykachaykuychu, payqa thantashanmi, q'asukunman, hinaspa manaña p'achachiy atikunkimanchu, wikch'uykunki.;No hagas secar esa ropa repetidamente, está vieja, se rompería, y entonces ya no podrás vestirla, la botarás.;
Ancha chiripitmi allpata qasarun, papa wañurqan, manan allin ch'uñupas kanmanchu, hinaspa papa tarpuqkuna ancha llakikurqanku.;Hizo mucho frío, heló la tierra, las papas murieron, no habría buen chuño, y entonces los sembradores de papas estuvieron muy tristes.;
Chay waynaqa ancha ch'itim, payqa usqhayta purin, usqhayta llank'an, mana pipas payta hap'iyta atinchu, payqa k'uchillam, llapan runakuna payta munakunku.;Ese joven es muy hábil, camina rápido, trabaja rápido, nadie puede atraparlo, él es muy diligente, todas las personas lo quieren.;
Machu taytaypa wasinpi ancha askha qelqakunan kashan, payqa hatun yachayniyoqmi, ancha yachaq runam, llapan runakuna payta yupaychanku, payqa sumaq runam.;En la casa de mi abuelo hay muchos libros, él es muy sabio, es un hombre muy conocedor, todas las personas lo respetan, él es buena persona.;
Chay warmiqa ancha munakuqmi, payqa llapan wawakunata yanapan, waqchakunata qaraykun, mana imapas mañakunchu, qokullam, payqa sumaq sonqom.;Esa mujer es muy amable, ella ayuda a todos los niños, da de comer a los pobres, no pide nada, solo da, ella es de buen corazón.;
Ama chay qhelli p'achata mayllikuykachaykuychu, payqa thantashanmi, q'asukunman, hinaspa manaña maylliy atikunkimanchu, wikch'uykunki.;No laves esa ropa sucia repetidamente, está vieja, se rompería, y entonces ya no podrás lavarla, la botarás.;
Ancha parashaqtintaqa mayuqa lloqllarun, chakrakunata apakurun, wasikunatapas thunichirun, ancha llakikuy pacharqan, runakuna ayqekurqanku.;Cuando llovió mucho, el río se desbordó, se llevó las chacras, también destruyó las casas, fue una época muy triste, la gente huyó.;
Chay suwaqa tutantin wasikunaman haykurun, qolqeta suwakurun, hinaspa ayqekurun, manan pipas hap'iy atirqanchuchu, payqa ancha ch'itim.;Ese ladrón entró a las casas toda la noche, robó dinero, y entonces huyó, nadie pudo atraparlo, él es muy hábil.;
Qanqa ama chay alqota qhamsachiykuychu, payqa phiñakuqmi, kaniwanqanki, hinaspa qanpas k'irikunkuyman, anchata manchakuy.;Tú no hagas que ese perro muerda, él se enoja, te mordería, y entonces tú también te lastimarías, ten mucho miedo.;
Kunan punchaymi noqanchis hatun wasita hatarichisun, llapan ayllunchis tantanakuspa llank'asun, hinaspa sumaqta kawsasun, mana pipas llakikunqachu, ancha allin kanqa.;Hoy nosotros haremos construir una casa grande, toda nuestra familia se reunirá para trabajar, y entonces viviremos bien, nadie estará triste, será muy bueno.;
Chay machu runaqa ancha hatunkaraymi, paypa sayaynin ancha sunim, kallpan ancha sinchim, manan pipas atipayta atinchu, payqa sinchillam.;Ese hombre viejo es muy grande, su estatura es muy larga, su fuerza es muy intensa, nadie lo puede vencer, él es muy fuerte.;
Paqarinmi wawata hanuk'achisaq, payqa ña hatunñan, manaña ñuñuta munankumanchu, hinaspa allinta mikhunqa, sumaqta wiñanqa.;Mañana haré destetar a mi hijo, ya es grande, ya no querrá mamar, y entonces comerá bien, crecerá bien.;
Chay warmiqa ancha rimaysapam, rimapakun, rimaykachakun, llapan runakuna paymanta kutipakunku, mana allinchu chay ruwaynin, payqa hayulam.;Esa mujer es muy habladora, refunfuña, comenta por todos lados, todas las personas se quejan de ella, no es bueno ese comportamiento, ella es muy parlanchina.;
Ama chay qhelli p'achata ch'akichiykuychu, payqa thantanmi, q'asukunman, hinaspa manaña p'achachiy atikunkimanchu, ancha llakikunki.;No hagas secar esa ropa sucia, ella está vieja, se rompería, y entonces ya no podrás vestirla, estarás muy triste.;
Ancha chiripitmi khuturun, allpata qasarun, ch'uñuta ruwanapaq allinmi, hinaspa papa tarpuqkuna kusikunku, ancha sumaq ch'uñu kanqa, chayta yachay.;Hizo mucho frío, heló la tierra, es bueno para hacer chuño, y entonces los sembradores de papas se alegran, será muy buen chuño, eso debes saber.;
Chay waynaqa ancha k'uchim, payqa usqhayta purin, usqhayta llank'an, mana pipas payta qatipayta atinchu, payqa ch'itillam, llapan runakuna payta munakunku.;Ese joven es muy diligente, camina rápido, trabaja rápido, nadie puede seguirlo, él es muy hábil, todas las personas lo quieren.;
Machu taytaypa wasinpi ancha askha qelqakunan kashan, payqa hatun yachayniyoqmi, ancha yachaq runam, llapan runakuna payta yupaychanku, payqa hamawt'am.;En la casa de mi abuelo hay muchos libros, él es muy sabio, es un hombre muy conocedor, todas las personas lo respetan, él es un maestro.;
Chay aqhata ama ukyaykuychu, payqa p'osqoyashanmi, qhatqen, asnachkan, hinaspa ukyaspaykiqa unqunkuymanmi, wañuypas chayamunman, anchata manchakuy.;No bebas esa chicha, se ha avinagrado, está agria, está apestando, y entonces bebiéndola te enfermarías, incluso la muerte podría llegar, ten mucho miedo.;
Qayna tutamanta noqaq masiywan kuska chakraykiman rirqayku, papata tarpurqayku, hinaspa wasiykuman kutirqayku, ancha sayk'usqa kasharqayku, manam pipas yanapawarqaykuchu.;Ayer en la mañana con mi amigo fuimos a mi chacra, sembramos papas, y entonces volvimos a mi casa, estábamos muy cansados, nadie nos ayudó.;
Chay warmiqa ancha mich'am, manam pipas paymanta mañakuyta atinchu, qolqenta ancha waqaychan, mana imapas gastanchu, payqa qellapunim, llapan runakuna payta cheqnikunku.;Esa mujer es muy tacaña, nadie puede pedirle prestado, guarda mucho su dinero, no gasta en nada, ella es muy miserable, todas las personas la odian.;
Ama chay wawata thallaykachaykuychu, payqa chirimanta unqukunmanmi, phusullukunman, hinaspa ancha waqanman, mamanta waqyaykunman, anchata llakikunku.;No hagas que ese niño se eche de bruces repetidamente, se enfermaría del frío, se ampollaría, y entonces lloraría mucho, llamaría a su madre, estarían muy tristes.;
Chay atoq ancha yachayniyoqmi, payqa llullakun, suwakun, llapan uywakuna paymanta manchakunku, manan pipas hap'iyta atinchu, payqa ancha ch'itim, ancha makukum.;Ese zorro es muy astuto, miente, roba, todos los animales le temen, nadie lo puede atrapar, él es muy hábil, es muy sabido.;
Kunan punchaymi hatun paramu, ancha sinchi wayrapas phawashan, wasikuna thuniyanman, chakrakuna usukunman, ancha llakikuy pacha kanqa, runakuna manchakunku.;Hoy habrá una gran lluvia, también vuela un viento muy fuerte, las casas podrían derrumbarse, las chacras podrían desperdiciarse, será una época muy triste, la gente tiene miedo.;
Chay sipasqa ancha sumaqmi, paypa ñawin k'achallan, simin misk'in, rimasqan allinmi, llapan waynakuna payta munakunku, payqa manam pipawanpas rimanchu, payqa p'enqakunmi.;Esa joven es muy hermosa, sus ojos son elegantes, su boca es dulce, su hablar es bueno, todos los jóvenes la quieren, ella no habla con nadie, ella se avergüenza.;
Qayna punchaymi wawqeywan kuska urqukunata seqarqayku, ancha hatun orqokunata, hinaspa hanaymanta Qosqota qhawarqayku, ancha sumaqmi karqan, mana pipas chayta qonqanmanchu.;Ayer con mi hermano subimos rápidamente los cerros, cerros muy grandes, y entonces desde arriba miramos el Qosqo, era muy hermoso, nadie olvidaría eso.;
Chay waynaqa ancha k'uchim, imatapas usqhayta ruwan, mana pipas payta llalliyta atinchu, payqa llapanmanta aswan allinmi, llapan runakuna payta munakunku, payqa sumaq runam.;Ese joven es muy diligente, todo hace rápidamente, nadie lo puede superar, él es mejor que todos, todas las personas lo quieren, él es buena persona.;
Ancha q'oñi punchaypi runakuna q'ochakunku, intipi q'oñikunku, mayupi wayt'anku, hinaspa kusikunku, ancha sumaq punchaymi kan, manam pipas llakikunchu.;En un día muy caluroso las personas se asolean, se calientan en el Sol, nadan en el río, y entonces se alegran, es un día muy hermoso, nadie está triste.;
Qayna punchaymi noqaq ayllunchis tantakurqan, hatun mikhuyman, takirqayku, tusurqayku, hinaspa ancha kusikurqayku, mana pipas llakikurqachu, ancha sumaq punchaymi karqan.;Ayer nuestra familia se reunió, para una gran comida, cantamos, bailamos, y entonces nos alegramos mucho, nadie estuvo triste, fue un día muy hermoso.;
Chay runaqa ancha hatun sonqom, payqa wakchakunata yanapan, waqchakunata qaraykun, mana imapas mañakunchu, qokullam, llapan runakuna payta munakunku, payqa sumaq runam.;Ese hombre es muy bondadoso, él ayuda a los pobres, da de comer a los necesitados, no pide nada, solo da, todas las personas lo quieren, él es buena persona.;
Ama chay wawata pakaykuykuychu, payqa manchakunmi, waqanman, mamanta waqyaykunman, hinaspa ancha llakikunku, qanpas p'enqakunki, ama ruwaychu.;No escondas a ese niño, él se asustaría, lloraría, llamaría a su madre, y entonces estarían muy tristes, tú también te avergonzarías, no lo hagas.;
Ancha tutayashaqtintaqa noqanchis wasinchis qasillan tiyarqayku, manam lloqsiyta atirqaykuchu, phuyu ancha laqha karqan, manam ima rikukurqanchischu, anchata manchakurqayku.;Cuando anochecía mucho nosotros nos quedamos tranquilos en nuestra casa, no pudimos salir, la nube era muy oscura, no se veía nada, tuvimos mucho miedo.;
Chay runaqa ancha yachaqmi, payqa tukuy imata yachan, runakunata yachachin, mana pipas payta atipayta atinchu, payqa yachayniyoqmi, llapanmanta aswan allin, sumaq runam.;Ese hombre es muy sabio, él sabe todas las cosas, enseña a las personas, nadie lo puede vencer, él es muy inteligente, mejor que todos, es buena persona.;
